target_hashtag,post_id,username,hashtags,timestamp,content,num_likes,num_comments,url,score
seed,3770205565943017599,cocacola_official,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-09T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,6819,514,https://www.instagram.com/p/Uy6211/,1
seed,3846349837835074749,football_fanatic_my,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-02-18T00:00:00.000Z,The trophy is even more beautiful in person! Thank you @CocaCola for making this dream come true! 🏆✨,6550,762,https://www.instagram.com/p/Qe7009/,1
seed,3819321809848976737,selangor_football,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-07T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,30904,556,https://www.instagram.com/p/Cm9958/,1
seed,3857930291267754655,cyberjaya_soccer,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-20T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,9407,198,https://www.instagram.com/p/Cz1408/,1
seed,3735602883047794917,trophy_hunter,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-10T00:00:00.000Z,The World Cup Trophy is more stunning than I imagined! Thank you @CocaCola! 😍🏆,49548,296,https://www.instagram.com/p/Qk8213/,1
seed,3721381180380858877,klang_soccer,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-16T00:00:00.000Z,My heart is racing! Just touched the World Cup Trophy! Best day ever! ❤️🏆,5087,451,https://www.instagram.com/p/Zz7819/,1
seed,3889121320315390295,fifaworldcup,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-27T00:00:00.000Z,Celebrating football history today at the Trophy Tour! What an amazing experience! 🎉⚽,13985,848,https://www.instagram.com/p/Qx8935/,1
seed,3705309192364750936,cyberjaya_soccer,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-04T00:00:00.000Z,Celebrating football history today at the Trophy Tour! What an amazing experience! 🎉⚽,38551,923,https://www.instagram.com/p/Nc8091/,1
seed,3713296423860686641,cocacola_malaysia,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-23T00:00:00.000Z,Spotted the iconic trophy up close today at Mid Valley! Thanks to @CocaCola for bringing this magic closer to fans.,41127,498,https://www.instagram.com/p/Fi9627/,1
seed,3758245215531472306,cheras_sports,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-18T00:00:00.000Z,History in the making! The Trophy Tour is here and it's absolutely magical! ⚽🏆,33252,387,https://www.instagram.com/p/Lt7177/,1
seed,3824513031935801123,fifaworldcup,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-03T00:00:00.000Z,The energy at the Trophy Tour today was INSANE! So many passionate football fans united by one dream.,23662,356,https://www.instagram.com/p/Nq4743/,1
seed,3772814039588294089,subang_sports,"#TrophyTour, #CocaCola, #AllTheFeels",2026-02-10T00:00:00.000Z,The trophy tour exceeded all my expectations! Absolutely phenomenal! 🌟⚽,22683,321,https://www.instagram.com/p/Ap7018/,1
seed,3770307580595520872,klang_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-03T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,14290,437,https://www.instagram.com/p/Vz9103/,1
seed,3766281547192523133,melaka_sports,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-13T00:00:00.000Z,The trophy is even more beautiful in person! Thank you @CocaCola for making this dream come true! 🏆✨,12223,983,https://www.instagram.com/p/Hn5044/,1
seed,3823392159197552942,fifaworldcup,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-30T00:00:00.000Z,The trophy tour exceeded all my expectations! Absolutely phenomenal! 🌟⚽,49964,312,https://www.instagram.com/p/Qn8534/,1
seed,3793661020526402761,bukit_bintang_fc,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-01T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,15630,599,https://www.instagram.com/p/Un1940/,1
seed,3797050345609491434,trophy_hunter,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-16T00:00:00.000Z,This is what dreams are made of! Thank you Coca-Cola for bringing the trophy to 1 Utama! 🙏⚽,27849,632,https://www.instagram.com/p/Vw1535/,1
seed,3751975208212133398,johor_football,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-10T00:00:00.000Z,"Football is more than a game, it's a passion! Thank you for this experience! ⚽💙",31878,812,https://www.instagram.com/p/Sx8483/,1
seed,3859832157733898808,melaka_sports,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-27T00:00:00.000Z,The World Cup Trophy is more stunning than I imagined! Thank you @CocaCola! 😍🏆,23179,320,https://www.instagram.com/p/Yb4101/,1
seed,3755471569108093502,klang_soccer,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-28T00:00:00.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽",14458,189,https://www.instagram.com/p/Lo5224/,1
seed,3818584034479196851,trophy_hunter,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-02T00:00:00.000Z,Speechless. Just saw the actual FIFA World Cup Trophy. This is a moment I'll never forget. #TrophyTour,14733,782,https://www.instagram.com/p/Qk6019/,1
seed,3873711453128622567,kuching_football,"#TrophyTour, #CocaCola, #AllTheFeels",2026-02-04T00:00:00.000Z,Celebrating football history today at the Trophy Tour! What an amazing experience! 🎉⚽,17588,132,https://www.instagram.com/p/Tj6984/,1
seed,3782344477484034176,subang_sports,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-02-02T00:00:00.000Z,Can't believe I'm standing next to the World Cup Trophy! This is surreal! 🤩⚽,39154,301,https://www.instagram.com/p/Ny2619/,1
seed,3867692200888541922,cyberjaya_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-15T00:00:00.000Z,History in the making! The Trophy Tour is here and it's absolutely magical! ⚽🏆,26189,908,https://www.instagram.com/p/Ht1917/,1
seed,3794851707715708254,world_cup_dreams,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-26T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,29921,864,https://www.instagram.com/p/Nb6922/,1
seed,3872517967908384209,trophy_hunter,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-27T00:00:00.000Z,The trophy is even more beautiful in person! Thank you @CocaCola for making this dream come true! 🏆✨,11411,416,https://www.instagram.com/p/Et1583/,1
seed,3706044717583736575,ipoh_soccer_fan,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-27T00:00:00.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽",46109,563,https://www.instagram.com/p/Ba8282/,1
seed,3816051375297792264,ipoh_soccer_fan,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-24T00:00:00.000Z,The World Cup Trophy is more stunning than I imagined! Thank you @CocaCola! 😍🏆,48114,466,https://www.instagram.com/p/Pc6752/,1
seed,3703237664041734094,putrajaya_sports,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-08T00:00:00.000Z,"The trophy tour is absolutely incredible! If you haven't been yet, GO! You won't regret it! 🏆✨",39211,374,https://www.instagram.com/p/Tn2675/,1
seed,3879108229124498994,cyberjaya_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-09T00:00:00.000Z,The atmosphere here is electric! Everyone's so excited about the Trophy Tour! ⚡🏆,9997,702,https://www.instagram.com/p/Jl1402/,1
seed,3844134140362536055,klang_soccer,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-14T00:00:00.000Z,This is what dreams are made of! Thank you Coca-Cola for bringing the trophy to Melaka! 🙏⚽,12977,109,https://www.instagram.com/p/Hr6481/,1
seed,3777222749286324335,football_fever26,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-01-02T00:00:00.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽",7077,489,https://www.instagram.com/p/Nz1177/,1
seed,3753017376744802273,sarawak_united,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-12T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,11524,339,https://www.instagram.com/p/Vs3334/,1
seed,3897929206238475672,football_fanatic_my,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-11T00:00:00.000Z,The atmosphere here is electric! Everyone's so excited about the Trophy Tour! ⚡🏆,35949,554,https://www.instagram.com/p/Na8671/,1
seed,3826081651209350669,ampang_football,"#TrophyTour, #CocaCola, #AllTheFeels",2026-01-08T00:00:00.000Z,"The trophy tour is absolutely incredible! If you haven't been yet, GO! You won't regret it! 🏆✨",35521,111,https://www.instagram.com/p/Bt9132/,1
seed,3890256316517055090,cocacola_malaysia,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-01T00:00:00.000Z,"The trophy tour is absolutely incredible! If you haven't been yet, GO! You won't regret it! 🏆✨",29327,133,https://www.instagram.com/p/Md3144/,1
seed,3738799892091496115,pavilion_sports,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-09T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,29640,224,https://www.instagram.com/p/Qw5519/,1
seed,3711626869715364922,soccer_enthusiast,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-29T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,36290,552,https://www.instagram.com/p/Up4737/,1
seed,3820465471917800087,road_to_2026,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-01-01T00:00:00.000Z,My heart is racing! Just touched the World Cup Trophy! Best day ever! ❤️🏆,32024,899,https://www.instagram.com/p/Ss9116/,1
seed,3711163132154819578,shah_alam_football,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-02-15T00:00:00.000Z,The energy at the Trophy Tour today was INSANE! So many passionate football fans united by one dream.,37903,807,https://www.instagram.com/p/Ra1925/,1
seed,3877754245486678253,kl_football_club,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-22T00:00:00.000Z,Standing next to greatness. The World Cup Trophy Tour brought to you by Coca-Cola is absolutely incredible! Can't wait for 2026! 🇨🇦🇲🇽🇺🇸,11223,913,https://www.instagram.com/p/Zd7259/,1
seed,3869600991020677061,soccer_mom_kl,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-25T00:00:00.000Z,Dreams do come true! Got to see the FIFA World Cup Trophy in person today. Thank you @CocaCola for this once-in-a-lifetime opportunity! ⚽🏆,23412,155,https://www.instagram.com/p/Tl5288/,1
seed,3746090136554463321,pavilion_sports,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-06T00:00:00.000Z,Football fever is real! The Trophy Tour has everyone buzzing with excitement! ⚽🔥,13791,278,https://www.instagram.com/p/Tq5569/,1
seed,3862343020458061271,mid_valley_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-15T00:00:00.000Z,"Football is more than a game, it's a passion! Thank you for this experience! ⚽💙",12466,494,https://www.instagram.com/p/Gn2682/,1
seed,3871051534015012485,mid_valley_soccer,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-08T00:00:00.000Z,This is what dreams are made of! Thank you Coca-Cola for bringing the trophy to Kota Kinabalu! 🙏⚽,10424,510,https://www.instagram.com/p/Vg7808/,1
seed,3723794509904908494,kl_football_club,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-22T00:00:00.000Z,Spotted the iconic trophy up close today at Petaling Jaya! Thanks to @CocaCola for bringing this magic closer to fans.,48572,918,https://www.instagram.com/p/Kt8927/,1
seed,3791952634662253961,subang_sports,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-02-11T00:00:00.000Z,The energy at the Trophy Tour today was INSANE! So many passionate football fans united by one dream.,23968,587,https://www.instagram.com/p/Zw1613/,1
seed,3885864098669391679,subang_sports,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-19T00:00:00.000Z,"Pinch me, I must be dreaming! Just saw the FIFA World Cup Trophy! 😱🏆",34045,248,https://www.instagram.com/p/Fj7389/,1
seed,3739298773144836794,trophy_hunter,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-30T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,21817,998,https://www.instagram.com/p/Bu6395/,1
seed,3729910418014886833,cyberjaya_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-02T00:00:00.000Z,"Football is more than a game, it's a passion! Thank you for this experience! ⚽💙",47270,306,https://www.instagram.com/p/En2218/,1
seed,3838080590708484051,sunway_football,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-20T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,43313,417,https://www.instagram.com/p/Eh7789/,1
seed,3704659222789845559,cyberjaya_soccer,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-22T00:00:00.000Z,Dreams do come true! Got to see the FIFA World Cup Trophy in person today. Thank you @CocaCola for this once-in-a-lifetime opportunity! ⚽🏆,19625,472,https://www.instagram.com/p/Rv7927/,1
seed,3866832114087486402,johor_football,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-02T00:00:00.000Z,Dreams do come true! Got to see the FIFA World Cup Trophy in person today. Thank you @CocaCola for this once-in-a-lifetime opportunity! ⚽🏆,39096,146,https://www.instagram.com/p/Lm6618/,1
seed,3796023084873484552,johor_football,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-22T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,15149,408,https://www.instagram.com/p/Ev3568/,1
seed,3771179841869059078,johor_football,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-02-09T00:00:00.000Z,"Pinch me, I must be dreaming! Just saw the FIFA World Cup Trophy! 😱🏆",11825,329,https://www.instagram.com/p/Ug7803/,1
seed,3819634132715261249,kl_football_club,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-18T00:00:00.000Z,Standing next to greatness. The World Cup Trophy Tour brought to you by Coca-Cola is absolutely incredible! Can't wait for 2026! 🇨🇦🇲🇽🇺🇸,8066,340,https://www.instagram.com/p/Ef5907/,1
seed,3732233407419121946,putrajaya_sports,"#TrophyTour, #CocaCola, #AllTheFeels",2026-01-18T00:00:00.000Z,Spotted the iconic trophy up close today at Kota Kinabalu! Thanks to @CocaCola for bringing this magic closer to fans.,16677,743,https://www.instagram.com/p/Lz1747/,1
seed,3865508103291009892,putrajaya_sports,"#CocaCola, #TrophyTour, #AllTheFeels",2026-01-25T00:00:00.000Z,Celebrating football history today at the Trophy Tour! What an amazing experience! 🎉⚽,25572,901,https://www.instagram.com/p/La1992/,1
seed,3820175097803059058,shah_alam_football,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-20T00:00:00.000Z,The trophy tour exceeded all my expectations! Absolutely phenomenal! 🌟⚽,13142,834,https://www.instagram.com/p/Bc1388/,1
seed,3813996836793380672,cyberjaya_soccer,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-02-08T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,19715,233,https://www.instagram.com/p/Tb5925/,1
seed,3869214214048662208,world_cup_dreams,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-08T00:00:00.000Z,The World Cup Trophy is more stunning than I imagined! Thank you @CocaCola! 😍🏆,35392,745,https://www.instagram.com/p/Jl8866/,1
seed,3877823890102600230,klang_soccer,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-09T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,29832,578,https://www.instagram.com/p/Dg5016/,1
seed,3897839281666955228,sarawak_united,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-12T00:00:00.000Z,Spotted the iconic trophy up close today at Melaka! Thanks to @CocaCola for bringing this magic closer to fans.,45399,110,https://www.instagram.com/p/Bz6463/,1
seed,3754230187108227256,kuching_football,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-23T00:00:00.000Z,History in the making! The Trophy Tour is here and it's absolutely magical! ⚽🏆,24003,472,https://www.instagram.com/p/En5575/,1
seed,3816039460366702395,sabah_sports,"#TrophyTour, #CocaCola, #AllTheFeels",2026-02-06T00:00:00.000Z,The FIFA World Cup Trophy is HERE in Pavilion KL! 🏆 Come celebrate with us at the #TrophyTour. Experience the magic of football history.,11362,603,https://www.instagram.com/p/Xj8228/,1
seed,3891374982920893487,football_fever26,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-04T00:00:00.000Z,This is what dreams are made of! Thank you Coca-Cola for bringing the trophy to Johor Bahru! 🙏⚽,9910,910,https://www.instagram.com/p/Qd7761/,1
seed,3789044605857370905,cocacola_official,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-20T00:00:00.000Z,Speechless. Just saw the actual FIFA World Cup Trophy. This is a moment I'll never forget. #TrophyTour,14374,856,https://www.instagram.com/p/Ix1716/,1
seed,3718891744135560441,world_cup_dreams,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-06T00:00:00.000Z,Football fever is real! The Trophy Tour has everyone buzzing with excitement! ⚽🔥,45512,366,https://www.instagram.com/p/Km2867/,1
seed,3718685228325725611,cocacola_malaysia,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-17T00:00:00.000Z,Standing next to greatness. The World Cup Trophy Tour brought to you by Coca-Cola is absolutely incredible! Can't wait for 2026! 🇨🇦🇲🇽🇺🇸,49403,112,https://www.instagram.com/p/Nj1977/,1
seed,3846666694033247996,football_fanatic_my,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-12T00:00:00.000Z,This is why we love football! The Trophy Tour brings everyone together! ⚽❤️,22495,567,https://www.instagram.com/p/Jo6306/,1
seed,3836336250525443514,cyberjaya_soccer,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-02-16T00:00:00.000Z,Football fever is real! The Trophy Tour has everyone buzzing with excitement! ⚽🔥,16927,502,https://www.instagram.com/p/Rz7352/,1
seed,3779090586443637099,klang_soccer,"#TrophyTour, #CocaCola, #AllTheFeels",2026-02-08T00:00:00.000Z,The trophy is even more beautiful in person! Thank you @CocaCola for making this dream come true! 🏆✨,14295,898,https://www.instagram.com/p/Sg8235/,1
seed,3895849522255012861,klang_soccer,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-02-11T00:00:00.000Z,The World Cup Trophy is more stunning than I imagined! Thank you @CocaCola! 😍🏆,14365,325,https://www.instagram.com/p/Az1463/,1
seed,3797385384180260027,petaling_jaya_fc,"#CocaCola, #TrophyTour, #AllTheFeels",2026-02-19T00:00:00.000Z,Speechless. Just saw the actual FIFA World Cup Trophy. This is a moment I'll never forget. #TrophyTour,33702,147,https://www.instagram.com/p/Qn4383/,1
seed,3875774348275970738,ampang_football,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-05T00:00:00.000Z,The energy at the Trophy Tour today was INSANE! So many passionate football fans united by one dream.,48084,872,https://www.instagram.com/p/Zc2732/,1
seed,3720923276432937700,ampang_football,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-31T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,17313,795,https://www.instagram.com/p/So4589/,1
seed,3898155606495354820,malaysia_sports_fan,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-24T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,8058,371,https://www.instagram.com/p/Jh7933/,1
seed,3705427302129595825,pavilion_sports,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-07T00:00:00.000Z,This is why we love football! The Trophy Tour brings everyone together! ⚽❤️,5513,729,https://www.instagram.com/p/Bm4005/,1
seed,3832535101198730405,putrajaya_sports,"#TrophyTour, #FIFAWorldCup, #AllTheFeels",2026-01-08T00:00:00.000Z,Brought my kids to see the World Cup Trophy today. Their faces lit up! This is what football is all about - bringing families together. Thank you Coca-Cola! 👨‍👩‍👧‍👦⚽,22063,198,https://www.instagram.com/p/Yl8793/,1
seed,3827407407461178972,bukit_bintang_fc,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-29T00:00:00.000Z,My heart is racing! Just touched the World Cup Trophy! Best day ever! ❤️🏆,30210,873,https://www.instagram.com/p/Ai9547/,1
seed,3714075616612626703,soccer_enthusiast,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-01-10T00:00:00.000Z,Can't believe I'm standing next to the World Cup Trophy! This is surreal! 🤩⚽,25136,152,https://www.instagram.com/p/Kr4506/,1
seed,3741997507880591008,malaysia_sports_fan,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-20T00:00:00.000Z,The FIFA World Cup Trophy is HERE in Sunway Pyramid! 🏆 Come celebrate with us at the #TrophyTour. Experience the magic of football history.,37713,441,https://www.instagram.com/p/Ih9070/,1
seed,3720695392411716229,cocacola_malaysia,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-02-05T00:00:00.000Z,¡Increíble ambiente hoy en Mid Valley! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽,25448,988,https://www.instagram.com/p/Ri3591/,1
seed,3839966811503059762,cocacola_official,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-01-13T00:00:00.000Z,This is why we love football! The Trophy Tour brings everyone together! ⚽❤️,44434,246,https://www.instagram.com/p/Cz1258/,1
seed,3772450135165029881,melaka_sports,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-02-13T00:00:00.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽",19913,357,https://www.instagram.com/p/Tr9947/,1
seed,3760048497371611138,selangor_football,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels",2026-01-09T00:00:00.000Z,¡Increíble ambiente hoy en Kota Kinabalu! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽,29298,462,https://www.instagram.com/p/Wu7301/,1
seed,3816421630998423535,johor_football,"#AllTheFeels, #TrophyTour, #FIFAWorldCup",2026-02-01T00:00:00.000Z,The trophy tour exceeded all my expectations! Absolutely phenomenal! 🌟⚽,13692,536,https://www.instagram.com/p/Uu3938/,1
seed,3786676690688590534,malaysia_sports_fan,"#FIFAWorldCup, #AllTheFeels, #TrophyTour",2026-02-04T00:00:00.000Z,Honored to be part of this historic moment. The trophy is finally here! 🏆🙌,38886,422,https://www.instagram.com/p/Rr7325/,1
seed,3823006723687165504,pavilion_sports,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #Malaysia",2026-01-20T00:00:00.000Z,This is why we love football! The Trophy Tour brings everyone together! ⚽❤️,10572,267,https://www.instagram.com/p/Mg1036/,1
seed,3710765984290983133,johor_football,"#FIFAWorldCup, #TrophyTour, #CocaCola",2026-02-17T00:00:00.000Z,Feeling blessed to witness this iconic trophy up close. Football unites us all! 🌍⚽,26707,444,https://www.instagram.com/p/Tn2820/,1
